BatchID,cell_line,drug_name,Drug_concentration (microM),viability1,viability2,viability3,viability4,viability5,viability6,mu/muMax,X/X0
1,UWB1289BRCA1,5-FU,0.0045,0.946,1.005,1.064,0.989,0.987,1.026,0.998,0.997
1,UWB1289BRCA1,5-FU,0.014,1.023,1.050,1.037,0.991,1.013,1.048,1.019,1.027
1,UWB1289BRCA1,5-FU,0.04,1.092,0.968,0.990,1.046,1.025,0.951,1.005,1.007
1,UWB1289BRCA1,5-FU,0.12,0.968,1.007,1.030,0.992,0.970,1.030,1.000,1.000
1,UWB1289BRCA1,5-FU,0.37,0.926,0.900,0.911,0.875,0.884,0.943,0.936,0.915
1,UWB1289BRCA1,5-FU,1.1,0.805,0.777,0.785,0.771,0.815,0.829,0.852,0.814
1,UWB1289BRCA1,5-FU,3.4,0.821,0.789,0.715,0.688,0.740,0.798,0.827,0.786
1,UWB1289BRCA1,5-FU,10,0.637,0.591,0.553,0.561,0.682,0.657,0.685,0.646
1,VCAP,5-FU,0.0045,1.163,1.032,1.140,0.989,1.091,1.010,1.055,1.079
1,VCAP,5-FU,0.014,1.143,1.134,0.984,0.907,1.022,0.994,1.007,1.010
1,VCAP,5-FU,0.04,1.034,1.163,1.206,1.029,1.105,0.992,1.061,1.089
1,VCAP,5-FU,0.12,1.027,1.152,0.911,0.888,1.083,0.963,0.995,0.993
1,VCAP,5-FU,0.37,0.944,0.974,1.022,1.017,1.074,0.722,0.996,0.994
1,VCAP,5-FU,1.1,1.010,0.956,1.100,0.875,1.010,0.946,0.984,0.978
1,VCAP,5-FU,3.4,1.014,1.051,1.032,1.039,1.043,0.982,1.032,1.045
1,VCAP,5-FU,10,0.865,0.840,0.919,0.734,0.851,0.851,0.853,0.815
1,ZR751,5-FU,0.0045,0.840,0.877,1.141,1.076,0.831,0.833,0.815,0.774
1,ZR751,5-FU,0.014,0.987,1.048,0.896,0.856,0.878,0.938,0.895,0.865
1,ZR751,5-FU,0.04,1.064,0.908,0.994,1.034,0.891,0.928,0.952,0.935
1,ZR751,5-FU,0.12,0.845,0.962,0.904,0.945,0.832,0.860,0.849,0.811
1,ZR751,5-FU,0.37,0.988,0.733,0.948,0.695,1.103,1.043,0.961,0.947
1,ZR751,5-FU,1.1,0.710,0.863,0.855,0.693,0.868,0.856,0.811,0.770
1,ZR751,5-FU,3.4,0.698,0.683,0.572,0.599,0.626,0.609,0.417,0.446
1,ZR751,5-FU,10,0.602,0.643,0.519,0.437,0.531,0.611,0.313,0.386
1,A2058,ABT-888,0.0045,0.964,1.081,0.986,1.074,1.064,1.161,1.034,1.048
1,A2058,ABT-888,0.014,0.944,1.050,1.022,1.090,1.059,1.158,1.027,1.038
1,A2058,ABT-888,0.04,1.008,1.049,0.993,1.181,1.037,1.101,1.021,1.030
1,A2058,ABT-888,0.12,0.915,1.017,1.014,1.159,1.010,1.207,1.008,1.011
1,A2058,ABT-888,0.37,0.089,1.140,1.027,1.132,0.972,1.071,1.024,1.034
1,A2058,ABT-888,1.1,1.072,1.156,1.019,1.065,0.919,1.133,1.034,1.048
1,A2058,ABT-888,3.4,1.033,1.092,0.985,1.027,0.984,1.015,1.011,1.015
1,A2058,ABT-888,10,0.934,1.052,1.022,1.010,0.810,1.045,1.008,1.011
1,A2780,ABT-888,0.0045,1.022,1.008,1.003,0.962,1.012,1.052,1.004,1.005
1,A2780,ABT-888,0.014,1.013,0.937,0.970,1.059,1.095,0.979,0.998,0.998
1,A2780,ABT-888,0.04,0.980,1.003,0.984,0.872,1.044,1.028,0.998,0.997
1,A2780,ABT-888,0.12,0.886,0.945,0.969,0.916,1.076,0.976,0.983,0.977
1,A2780,ABT-888,0.37,1.038,1.018,1.073,1.009,1.001,0.977,1.005,1.007
1,A2780,ABT-888,1.1,0.915,0.915,1.008,0.964,0.924,0.926,0.970,0.959
1,A2780,ABT-888,3.4,1.070,1.021,1.011,0.905,0.912,0.961,0.994,0.992
1,A2780,ABT-888,10,0.800,0.958,0.874,0.806,0.699,0.672,0.915,0.889
1,A375,ABT-888,0.0045,0.870,0.863,0.940,0.929,1.134,1.107,0.968,0.956
1,A375,ABT-888,0.014,0.848,0.788,1.010,1.064,1.076,1.091,1.017,1.024
1,A375,ABT-888,0.04,0.877,0.737,0.969,0.988,1.112,1.088,0.990,0.986
1,A375,ABT-888,0.12,0.859,0.796,1.038,1.057,1.112,1.146,1.022,1.032
1,A375,ABT-888,0.37,1.122,1.040,1.059,1.078,0.999,0.898,1.023,1.032
1,A375,ABT-888,1.1,1.136,1.178,1.157,1.078,0.921,0.881,1.049,1.070
1,A375,ABT-888,3.4,1.097,1.003,1.047,1.097,1.057,0.887,1.024,1.034
1,A375,ABT-888,10,1.129,1.109,1.159,1.069,0.885,0.855,1.041,1.058
1,A427,ABT-888,0.0045,0.789,1.012,1.115,NULL,NULL,NULL,1.007,1.009
1,A427,ABT-888,0.014,1.025,1.083,1.126,NULL,NULL,NULL,1.043,1.062
1,A427,ABT-888,0.04,0.773,0.480,1.180,NULL,NULL,NULL,0.861,0.824
1,A427,ABT-888,0.12,0.373,0.899,1.205,NULL,NULL,NULL,0.942,0.923
1,A427,ABT-888,0.37,0.877,1.071,0.912,NULL,NULL,NULL,0.950,0.933
1,A427,ABT-888,1.1,0.915,0.987,0.871,NULL,NULL,NULL,0.952,0.935
1,A427,ABT-888,3.4,0.932,1.011,0.938,NULL,NULL,NULL,0.965,0.953
1,A427,ABT-888,10,0.810,0.680,0.718,NULL,NULL,NULL,0.821,0.780
1,CAOV3,ABT-888,0.0045,1.134,1.141,1.113,1.086,1.303,1.174,1.168,1.262
1,CAOV3,ABT-888,0.014,1.019,0.837,1.074,0.972,0.953,1.047,0.994,0.992
1,CAOV3,ABT-888,0.04,1.213,1.171,0.974,1.183,1.152,1.126,1.195,1.310
1,CAOV3,ABT-888,0.12,0.855,1.041,1.105,0.854,1.019,0.987,1.003,1.005
1,CAOV3,ABT-888,0.37,1.373,1.122,1.127,0.827,1.148,1.043,1.153,1.236
1,CAOV3,ABT-888,1.1,1.304,1.093,1.218,0.888,1.033,0.974,1.079,1.116
1,CAOV3,ABT-888,3.4,0.934,1.081,0.889,0.842,1.060,0.952,0.923,0.899
1,CAOV3,ABT-888,10,1.048,0.908,1.033,0.964,0.870,0.843,0.914,0.887
1,COLO320DM,ABT-888,0.0045,0.850,1.124,1.251,0.893,0.981,1.064,1.008,1.011
1,COLO320DM,ABT-888,0.014,0.886,0.992,0.981,0.956,1.050,1.019,0.995,0.993
1,COLO320DM,ABT-888,0.04,0.970,0.892,0.789,0.968,0.966,0.876,0.973,0.964
1,COLO320DM,ABT-888,0.12,0.846,0.914,1.017,0.919,1.134,0.932,0.972,0.962
1,COLO320DM,ABT-888,0.37,1.070,0.987,0.921,1.148,1.074,0.854,1.010,1.014
1,COLO320DM,ABT-888,1.1,0.990,1.069,1.042,1.072,0.793,0.955,1.006,1.008
1,COLO320DM,ABT-888,3.4,1.132,0.999,1.017,0.891,0.820,1.032,1.003,1.004
1,COLO320DM,ABT-888,10,1.111,0.867,0.974,1.078,1.006,0.929,0.996,0.995
1,DLD1,ABT-888,0.0045,1.007,0.919,0.932,1.039,1.048,1.004,1.002,1.003
1,DLD1,ABT-888,0.014,0.875,0.978,1.100,1.057,1.044,1.051,1.018,1.025
1,DLD1,ABT-888,0.04,0.948,0.949,0.996,0.994,1.132,1.011,0.998,0.997
1,DLD1,ABT-888,0.12,0.939,0.892,0.963,1.027,1.149,1.131,0.998,0.997
1,DLD1,ABT-888,0.37,0.944,1.085,0.928,0.881,0.908,0.907,0.967,0.955
1,DLD1,ABT-888,1.1,1.112,1.150,1.032,1.021,0.879,1.004,1.010,1.014
1,DLD1,ABT-888,3.4,1.099,1.108,1.024,1.002,1.004,0.939,1.005,1.007
1,DLD1,ABT-888,10,1.030,1.136,1.064,1.011,0.778,0.900,1.008,1.011
1,EFM192B,ABT-888,0.0045,0.992,1.066,1.022,1.070,1.014,1.113,1.039,1.056
1,EFM192B,ABT-888,0.014,0.917,0.911,0.954,1.225,1.020,1.072,0.988,0.983
1,EFM192B,ABT-888,0.04,1.071,1.004,0.710,0.952,1.069,1.134,1.033,1.046
1,EFM192B,ABT-888,0.12,0.829,0.962,0.890,1.113,1.185,1.237,1.033,1.047
1,EFM192B,ABT-888,0.37,1.037,1.108,0.932,0.954,0.989,0.949,0.974,0.964
1,EFM192B,ABT-888,1.1,0.926,1.039,0.980,1.058,0.975,0.972,0.979,0.972
1,EFM192B,ABT-888,3.4,1.058,1.225,1.135,0.959,0.969,0.992,1.023,1.032
1,EFM192B,ABT-888,10,1.039,1.127,1.033,1.103,0.898,0.878,1.032,1.045
1,ES2,ABT-888,0.0045,1.002,0.728,0.787,0.819,1.044,0.937,0.936,0.915
1,ES2,ABT-888,0.014,1.000,0.958,0.984,1.049,1.132,1.153,1.012,1.016
1,ES2,ABT-888,0.04,1.078,0.794,0.894,0.794,0.963,1.035,0.964,0.951
1,ES2,ABT-888,0.12,0.908,0.937,1.093,1.061,0.977,1.074,1.009,1.013
1,ES2,ABT-888,0.37,1.048,1.005,1.053,1.087,0.816,0.807,1.013,1.018
1,ES2,ABT-888,1.1,1.144,1.086,1.141,1.205,0.864,0.822,1.053,1.076
1,ES2,ABT-888,3.4,1.037,1.071,1.025,1.086,0.827,0.793,1.015,1.021
1,ES2,ABT-888,10,1.033,1.148,1.113,1.093,1.020,0.946,1.030,1.042
1,HCT116,ABT-888,0.0045,0.865,0.901,0.800,1.095,1.045,1.054,0.986,0.981
1,HCT116,ABT-888,0.014,0.878,0.856,1.007,1.025,1.176,1.086,1.008,1.011
1,HCT116,ABT-888,0.04,0.893,0.878,0.893,0.994,1.073,1.149,0.971,0.961
1,HCT116,ABT-888,0.12,0.876,0.864,1.065,1.099,1.032,1.075,1.023,1.033
1,HCT116,ABT-888,0.37,1.015,1.011,0.957,1.023,0.885,0.814,0.992,0.989
1,HCT116,ABT-888,1.1,1.115,1.054,0.958,1.025,0.816,0.850,0.996,0.994
1,HCT116,ABT-888,3.4,0.996,0.987,0.958,1.028,0.842,0.798,0.986,0.981
1,HCT116,ABT-888,10,1.153,1.123,1.009,1.132,0.934,0.846,1.031,1.044
1,HT144,ABT-888,0.0045,1.001,0.949,0.943,0.931,1.068,1.086,0.981,0.974
1,HT144,ABT-888,0.014,0.894,0.978,1.054,1.034,1.081,1.018,1.019,1.026
1,HT144,ABT-888,0.04,0.935,0.903,1.006,1.047,1.109,1.015,1.007,1.010
1,HT144,ABT-888,0.12,0.913,1.003,1.137,1.028,1.066,1.019,1.017,1.024
1,HT144,ABT-888,0.37,1.055,1.052,1.021,1.037,0.941,0.920,1.021,1.030
1,HT144,ABT-888,1.1,1.078,1.124,0.992,1.003,0.893,0.972,0.998,0.998
1,HT144,ABT-888,3.4,1.006,1.048,1.011,0.954,0.932,0.853,0.985,0.979
1,HT144,ABT-888,10,1.212,1.048,0.957,0.954,0.917,0.824,0.966,0.955
1,HT29,ABT-888,0.0045,0.928,0.986,1.044,1.048,1.012,1.067,1.012,1.017
1,HT29,ABT-888,0.014,0.951,0.900,1.029,1.134,0.940,1.031,0.996,0.994
1,HT29,ABT-888,0.04,0.954,0.934,1.005,1.065,1.070,1.072,1.015,1.021
1,HT29,ABT-888,0.12,0.962,0.993,0.887,1.029,1.134,1.146,1.005,1.007
1,HT29,ABT-888,0.37,1.062,1.241,0.917,0.913,1.013,1.061,1.016,1.022
1,HT29,ABT-888,1.1,1.214,1.176,1.026,1.075,0.997,1.133,1.043,1.062
1,HT29,ABT-888,3.4,1.166,1.155,0.873,0.990,1.016,1.124,1.029,1.042
1,HT29,ABT-888,10,1.040,1.126,0.946,1.034,0.937,0.929,0.996,0.994
1,KPL1,ABT-888,0.0045,0.875,0.911,0.905,0.885,1.134,1.158,0.934,0.912
1,KPL1,ABT-888,0.014,0.892,0.865,0.951,1.093,1.128,1.075,1.009,1.013
1,KPL1,ABT-888,0.04,0.918,0.892,0.949,0.793,1.051,1.031,0.953,0.937
1,KPL1,ABT-888,0.12,0.852,0.847,1.035,1.082,1.205,1.224,1.039,1.056
1,KPL1,ABT-888,0.37,1.146,1.021,1.068,1.151,0.962,0.852,1.030,1.043
1,KPL1,ABT-888,1.1,1.020,1.086,1.044,0.879,0.986,0.766,1.002,1.003
1,KPL1,ABT-888,3.4,0.827,1.001,1.048,0.883,0.958,0.831,0.943,0.924
1,KPL1,ABT-888,10,0.993,0.901,0.830,0.928,0.784,0.696,0.901,0.872
1,LNCAP,ABT-888,0.0045,0.978,0.654,0.646,0.741,0.556,1.254,0.779,0.736
1,LNCAP,ABT-888,0.014,1.096,0.687,0.950,1.229,0.752,0.799,0.918,0.892
1,LNCAP,ABT-888,0.04,0.573,0.827,0.511,0.794,0.670,0.992,0.809,0.767
1,LNCAP,ABT-888,0.12,1.054,0.977,0.980,0.741,1.148,0.599,0.987,0.982
1,LNCAP,ABT-888,0.37,0.857,0.970,1.103,0.684,0.774,0.815,0.890,0.859
1,LNCAP,ABT-888,1.1,1.104,0.615,0.738,1.035,0.950,0.943,0.966,0.954
1,LNCAP,ABT-888,3.4,0.871,1.414,0.936,1.088,0.981,1.020,1.000,1.000
1,LNCAP,ABT-888,10,0.829,0.624,1.096,0.564,1.198,0.751,0.856,0.819
1,LOVO,ABT-888,0.0045,0.733,0.906,1.032,0.890,1.162,1.219,0.985,0.979
1,LOVO,ABT-888,0.014,0.918,0.733,0.958,0.875,0.897,0.894,0.947,0.929
1,LOVO,ABT-888,0.04,0.802,0.926,0.808,0.907,0.902,1.133,0.952,0.935
1,LOVO,ABT-888,0.12,0.895,0.982,0.955,0.862,1.037,0.980,0.984,0.978
1,LOVO,ABT-888,0.37,0.879,0.946,1.066,1.095,1.026,0.920,0.993,0.991
1,LOVO,ABT-888,1.1,1.060,1.289,0.980,0.905,0.780,1.081,1.010,1.013
1,LOVO,ABT-888,3.4,0.946,1.210,0.985,0.990,0.857,1.119,0.994,0.992
1,LOVO,ABT-888,10,0.927,0.992,0.945,0.653,0.703,0.809,0.932,0.910
1,MDAMB436,ABT-888,0.0045,0.922,1.047,0.857,0.886,1.031,1.013,0.982,0.975
1,MDAMB436,ABT-888,0.014,0.916,0.975,0.992,0.982,1.039,1.108,0.993,0.990
1,MDAMB436,ABT-888,0.04,1.010,0.956,0.750,0.867,0.976,1.006,0.981,0.973
1,MDAMB436,ABT-888,0.12,0.905,0.933,1.004,0.989,1.048,0.979,0.991,0.988
1,MDAMB436,ABT-888,0.37,1.062,0.990,1.062,1.017,0.919,0.910,1.002,1.003
1,MDAMB436,ABT-888,1.1,1.026,1.021,1.004,0.894,0.884,0.898,0.972,0.962
1,MDAMB436,ABT-888,3.4,1.042,0.980,0.858,0.858,0.833,0.825,0.914,0.888
1,MDAMB436,ABT-888,10,0.771,0.797,0.853,0.704,0.787,0.799,0.870,0.835
1,MSTO,ABT-888,0.0045,0.762,0.630,0.586,0.775,0.961,0.686,0.864,0.828
1,MSTO,ABT-888,0.014,1.006,0.638,0.913,1.206,0.949,1.138,0.990,0.987
1,MSTO,ABT-888,0.04,1.029,0.818,0.687,0.317,0.999,1.057,0.960,0.946
1,MSTO,ABT-888,0.12,0.870,0.920,0.998,1.101,1.055,1.126,1.011,1.015
1,MSTO,ABT-888,0.37,0.804,1.220,0.945,0.255,0.727,0.512,0.888,0.856
1,MSTO,ABT-888,1.1,0.972,1.246,0.662,1.338,0.659,0.999,0.994,0.992
1,MSTO,ABT-888,3.4,1.125,0.469,0.977,1.178,0.815,0.988,0.993,0.990
1,MSTO,ABT-888,10,1.009,0.784,0.935,0.056,0.815,1.215,0.944,0.925
1,NCIH1650,ABT-888,0.0045,1.045,1.066,0.930,1.026,1.003,1.023,1.019,1.027
1,NCIH1650,ABT-888,0.014,0.960,0.930,1.073,1.078,1.086,0.981,1.020,1.029
1,NCIH1650,ABT-888,0.04,1.002,1.032,1.035,0.975,1.039,1.012,1.017,1.023
1,NCIH1650,ABT-888,0.12,0.900,0.978,1.064,0.973,1.062,1.048,1.010,1.014
1,NCIH1650,ABT-888,0.37,1.001,1.014,1.038,0.973,0.964,0.803,0.990,0.986
1,NCIH1650,ABT-888,1.1,1.038,1.000,0.961,0.977,0.915,0.951,0.976,0.967
1,NCIH1650,ABT-888,3.4,1.093,0.992,1.044,0.873,0.884,0.817,0.950,0.934
1,NCIH1650,ABT-888,10,0.976,0.727,0.832,0.826,0.836,0.774,0.855,0.818
1,NCIH2122,ABT-888,0.0045,1.110,1.011,1.013,1.001,1.051,1.062,1.014,1.020
1,NCIH2122,ABT-888,0.014,1.118,0.938,1.118,1.022,1.104,1.096,1.043,1.061
1,NCIH2122,ABT-888,0.04,1.057,0.990,1.059,1.054,1.052,0.969,1.023,1.033
1,NCIH2122,ABT-888,0.12,0.998,0.980,1.008,1.019,1.151,1.032,1.006,1.008
1,NCIH2122,ABT-888,0.37,1.087,1.106,0.936,0.906,0.894,0.959,0.976,0.967
1,NCIH2122,ABT-888,1.1,0.967,1.031,0.947,1.056,0.924,0.847,0.980,0.973
1,NCIH2122,ABT-888,3.4,0.947,0.995,0.846,0.907,0.862,0.846,0.945,0.926
1,NCIH2122,ABT-888,10,0.927,0.944,0.843,0.884,0.775,0.753,0.934,0.912
1,NCIH23,ABT-888,0.0045,1.011,1.044,1.038,0.851,1.077,1.103,1.019,1.026
1,NCIH23,ABT-888,0.014,0.845,0.984,1.057,0.992,1.070,0.989,0.995,0.994
1,NCIH23,ABT-888,0.04,0.966,0.858,0.951,0.973,1.117,0.953,0.981,0.973
1,NCIH23,ABT-888,0.12,0.850,0.869,0.959,0.978,1.105,1.317,0.985,0.979
1,NCIH23,ABT-888,0.37,1.144,0.995,0.998,0.864,0.928,0.965,0.991,0.987
1,NCIH23,ABT-888,1.1,1.024,1.118,0.996,0.968,0.981,0.921,0.995,0.993
1,NCIH23,ABT-888,3.4,1.058,1.065,0.988,0.849,1.138,0.889,1.011,1.015
1,NCIH23,ABT-888,10,1.036,1.001,0.938,0.879,0.993,1.085,0.999,0.998
1,NCIH460,ABT-888,0.0045,0.890,0.936,0.975,0.977,0.996,1.064,0.984,0.978
1,NCIH460,ABT-888,0.014,0.884,0.816,1.017,0.961,0.992,1.000,0.984,0.979
1,NCIH460,ABT-888,0.04,0.903,0.885,0.929,0.965,1.029,1.093,0.964,0.951
1,NCIH460,ABT-888,0.12,0.881,0.805,1.014,1.085,1.092,1.035,1.016,1.022
1,NCIH460,ABT-888,0.37,0.992,1.034,0.958,0.968,0.917,0.987,0.985,0.980
1,NCIH460,ABT-888,1.1,1.044,1.079,0.983,1.015,0.872,0.879,0.999,0.999
1,NCIH460,ABT-888,3.4,0.980,1.089,0.987,1.002,0.940,1.003,0.996,0.995
1,NCIH460,ABT-888,10,0.987,1.049,0.947,1.035,0.811,0.890,0.978,0.970
1,NCIH520,ABT-888,0.0045,1.041,0.790,1.177,0.906,1.049,1.012,1.010,1.014
1,NCIH520,ABT-888,0.014,0.887,0.969,0.898,0.993,1.102,1.211,0.992,0.990
1,NCIH520,ABT-888,0.04,0.931,0.980,1.057,0.936,1.157,0.833,0.983,0.977
1,NCIH520,ABT-888,0.12,0.841,1.056,0.887,0.912,1.269,1.104,0.994,0.991
1,NCIH520,ABT-888,0.37,1.101,1.212,0.901,1.025,1.064,0.670,1.017,1.024
1,NCIH520,ABT-888,1.1,0.932,0.916,1.215,1.008,1.072,0.879,0.988,0.983
1,NCIH520,ABT-888,3.4,0.899,0.964,1.236,0.955,1.111,0.686,0.984,0.978
1,NCIH520,ABT-888,10,1.097,1.002,0.938,0.897,1.148,0.871,0.988,0.983
1,OCUBM,ABT-888,0.0045,0.863,0.930,1.197,0.923,1.038,1.095,0.982,0.975
1,OCUBM,ABT-888,0.014,1.015,0.876,1.165,0.852,0.953,1.062,0.982,0.975
1,OCUBM,ABT-888,0.04,0.918,0.894,0.817,0.769,0.939,0.981,0.889,0.857
1,OCUBM,ABT-888,0.12,0.957,0.946,1.011,0.950,0.975,1.086,0.961,0.948
1,OCUBM,ABT-888,0.37,1.126,0.956,1.017,1.059,0.925,0.930,0.985,0.979
1,OCUBM,ABT-888,1.1,0.986,0.945,0.949,0.920,0.957,1.006,0.946,0.928
1,OCUBM,ABT-888,3.4,1.092,0.976,0.971,0.971,0.828,0.951,0.967,0.955
1,OCUBM,ABT-888,10,0.903,1.075,0.967,1.042,0.872,1.047,1.005,1.007
1,OV90,ABT-888,0.0045,0.971,0.965,1.042,0.992,1.055,1.091,1.013,1.019
1,OV90,ABT-888,0.014,0.868,0.961,1.000,1.010,1.086,1.061,1.004,1.006
1,OV90,ABT-888,0.04,0.987,0.997,1.047,0.971,1.120,1.105,1.017,1.025
1,OV90,ABT-888,0.12,0.896,0.941,1.084,0.941,1.085,0.998,0.976,0.967
1,OV90,ABT-888,0.37,1.050,1.061,1.059,0.976,0.921,0.921,1.011,1.015
1,OV90,ABT-888,1.1,1.098,1.087,1.084,0.948,0.941,0.941,1.013,1.018
1,OV90,ABT-888,3.4,1.038,1.078,1.043,0.996,0.993,0.954,1.013,1.019
1,OV90,ABT-888,10,1.094,0.925,1.007,1.078,0.933,0.878,0.976,0.967
1,OVCAR3,ABT-888,0.0045,0.976,1.041,1.011,1.008,1.136,1.061,1.025,1.036
1,OVCAR3,ABT-888,0.014,1.032,0.878,1.044,1.040,1.022,0.974,1.026,1.037
1,OVCAR3,ABT-888,0.04,0.973,1.041,1.048,0.932,0.994,0.924,0.983,0.977
1,OVCAR3,ABT-888,0.12,1.093,1.003,1.088,0.943,1.060,0.960,1.031,1.043
1,OVCAR3,ABT-888,0.37,1.181,1.046,1.083,1.012,1.192,1.163,1.114,1.171
1,OVCAR3,ABT-888,1.1,0.941,1.064,1.016,0.929,0.983,0.946,0.964,0.952
1,OVCAR3,ABT-888,3.4,1.047,0.999,1.004,0.785,1.075,0.868,1.001,1.002
1,OVCAR3,ABT-888,10,0.924,0.866,0.879,0.859,0.726,0.815,0.854,0.817
1,PA1,ABT-888,0.0045,0.842,0.856,0.894,0.951,1.027,1.140,0.962,0.949
1,PA1,ABT-888,0.014,0.811,0.840,1.032,0.969,1.173,1.224,1.000,1.000
1,PA1,ABT-888,0.04,0.843,0.989,0.942,1.011,1.125,1.124,1.000,1.000
1,PA1,ABT-888,0.12,0.872,0.976,0.971,1.008,1.024,1.067,0.996,0.995
1,PA1,ABT-888,0.37,1.184,1.126,1.098,1.059,0.893,0.903,1.035,1.050
1,PA1,ABT-888,1.1,1.192,1.333,1.089,1.072,0.856,0.849,1.036,1.051
1,PA1,ABT-888,3.4,1.101,0.955,1.025,0.979,0.972,0.840,0.988,0.984
1,PA1,ABT-888,10,1.056,0.992,1.040,0.865,0.760,1.000,0.998,0.997
1,RKO,ABT-888,0.0045,0.764,0.858,0.620,0.782,1.089,1.086,0.908,0.881
1,RKO,ABT-888,0.014,0.813,0.796,0.959,0.968,1.083,1.042,0.983,0.976
1,RKO,ABT-888,0.04,0.819,0.821,0.836,0.848,1.071,1.052,0.921,0.896
1,RKO,ABT-888,0.12,0.802,0.817,0.945,1.009,1.081,1.061,0.989,0.985
1,RKO,ABT-888,0.37,1.080,1.081,1.019,1.074,0.721,0.725,1.021,1.029
1,RKO,ABT-888,1.1,1.093,1.108,1.094,1.076,0.701,0.732,1.037,1.053
1,RKO,ABT-888,3.4,1.080,1.070,0.982,1.038,0.771,0.732,1.004,1.006
1,RKO,ABT-888,10,1.073,1.098,0.972,1.038,0.728,0.686,1.002,1.003
1,RPMI7951,ABT-888,0.0045,0.996,0.970,0.975,1.037,1.051,1.048,1.016,1.022
1,RPMI7951,ABT-888,0.014,0.962,0.970,1.078,1.075,1.046,1.038,1.040,1.057
1,RPMI7951,ABT-888,0.04,0.949,1.076,0.935,0.974,1.107,1.109,1.024,1.034
1,RPMI7951,ABT-888,0.12,0.883,0.924,1.058,1.057,1.017,1.104,1.035,1.050
1,RPMI7951,ABT-888,0.37,1.054,1.094,1.075,1.027,0.923,1.074,1.060,1.087
1,RPMI7951,ABT-888,1.1,1.031,1.032,1.022,1.024,0.965,0.949,1.022,1.031
1,RPMI7951,ABT-888,3.4,1.042,1.057,1.022,0.972,0.970,0.963,0.997,0.996
1,RPMI7951,ABT-888,10,1.040,1.031,1.080,1.061,0.950,0.936,1.034,1.049
1,SKMEL30,ABT-888,0.0045,0.904,0.969,0.999,0.958,1.287,1.101,0.992,0.990
1,SKMEL30,ABT-888,0.014,0.793,0.875,0.865,1.135,1.124,1.158,1.000,1.000
1,SKMEL30,ABT-888,0.04,0.888,0.870,0.924,0.765,1.266,1.131,0.953,0.936
1,SKMEL30,ABT-888,0.12,0.721,0.898,1.159,0.965,1.007,1.060,0.993,0.991
1,SKMEL30,ABT-888,0.37,1.202,1.052,0.906,1.046,0.972,0.846,1.004,1.006
1,SKMEL30,ABT-888,1.1,0.958,1.251,0.969,1.091,0.906,0.838,0.982,0.975
1,SKMEL30,ABT-888,3.4,1.034,1.174,1.049,1.192,0.922,0.876,1.020,1.028
1,SKMEL30,ABT-888,10,1.306,1.091,0.925,1.107,0.947,0.862,1.009,1.013
1,SKMES1,ABT-888,0.0045,0.977,0.969,0.901,1.065,1.074,1.142,1.011,1.015
1,SKMES1,ABT-888,0.014,0.827,0.892,1.061,1.077,1.026,1.091,1.023,1.032
1,SKMES1,ABT-888,0.04,1.048,1.059,0.199,0.846,1.094,1.026,1.019,1.027
1,SKMES1,ABT-888,0.12,0.782,0.971,0.901,1.036,1.070,1.035,1.002,1.002
1,SKMES1,ABT-888,0.37,1.009,0.984,1.145,1.109,0.966,0.893,0.998,0.997
1,SKMES1,ABT-888,1.1,1.148,1.066,0.880,1.049,1.011,1.072,1.030,1.042
1,SKMES1,ABT-888,3.4,0.921,1.035,1.033,0.945,0.966,1.049,1.000,1.000
1,SKMES1,ABT-888,10,0.992,1.056,0.974,0.929,0.777,0.994,0.991,0.987
1,SKOV3,ABT-888,0.0045,1.026,0.988,0.981,NULL,NULL,NULL,0.993,0.990
1,SKOV3,ABT-888,0.014,0.946,1.098,1.088,NULL,NULL,NULL,1.048,1.069
1,SKOV3,ABT-888,0.04,0.971,1.109,1.107,NULL,NULL,NULL,1.058,1.084
1,SKOV3,ABT-888,0.12,1.100,1.051,1.123,NULL,NULL,NULL,1.054,1.078
1,SKOV3,ABT-888,0.37,0.982,1.011,1.012,NULL,NULL,NULL,1.006,1.009
1,SKOV3,ABT-888,1.1,0.902,1.064,0.920,NULL,NULL,NULL,0.953,0.936
1,SKOV3,ABT-888,3.4,1.088,0.947,1.085,NULL,NULL,NULL,1.047,1.067
1,SKOV3,ABT-888,10,1.065,0.995,1.039,NULL,NULL,NULL,1.022,1.031
1,SW620,ABT-888,0.0045,0.891,0.954,0.792,0.871,0.909,0.999,0.958,0.944
1,SW620,ABT-888,0.014,0.964,0.846,1.026,1.066,1.122,1.068,1.018,1.025
1,SW620,ABT-888,0.04,0.952,0.960,0.886,0.872,0.984,1.064,0.982,0.975
1,SW620,ABT-888,0.12,0.865,0.970,1.109,0.964,1.058,1.134,1.006,1.008
1,SW620,ABT-888,0.37,1.166,1.045,0.961,1.011,0.976,0.995,1.001,1.002
1,SW620,ABT-888,1.1,1.043,0.970,0.976,1.088,0.971,0.962,0.989,0.985
1,SW620,ABT-888,3.4,1.111,1.087,0.915,0.936,0.970,0.938,0.981,0.974
1,SW620,ABT-888,10,1.144,1.028,0.977,1.107,0.991,0.911,1.004,1.005
1,SW837,ABT-888,0.0045,1.071,1.026,0.677,1.070,0.987,0.923,1.004,1.005
1,SW837,ABT-888,0.014,0.867,1.025,0.978,1.229,1.192,1.087,1.035,1.050
1,SW837,ABT-888,0.04,1.162,1.233,0.972,1.215,1.021,0.834,1.057,1.082
